VB_ID,ID_Num,FIRE_NAME,FIRE_YEAR,WFU,Veg,AGENCY,ICS_CODE,PCT_FS,FIRESIZE_HA,BA90_HA,BA90_PCT,MaxPatch_HA,IGNITION_DATE,CONT_DATE,q,TMAX,MAXTMIN,T_dist,MAX_WSF5,W_dist,max_tmmx,max_tmmn,min_rmax,max_bi,sdc_BA90_resid,sdc_BA90_maxtmmx_resid,sdc_BA90_maxbi_resid,lat,long
1996DIXIE,342,DIXIE FIRE,1996,no,Forest,CDF,LMU,50.68,576,289,50.2,285,19960816,19960823.0,0.0025571952564027,31.7,10.6,14.3,NA,NA,32.4178405761719,10.841790771484398,40.07178497314453,68.49156951904297,0.10084688783312923,0.12061825792761723,0.09704332305328786,40.8581247,-120.92106209
1996FORK,345,FORK,1996,no,Forest,USF,MNF,74.47,33673,12366,36.7,2848,19960811,19960907.0,0.00241072435422186,NA,NA,NA,NA,NA,40.31459960937502,21.761773681640648,32.60821533203125,83.10123443603516,-0.5136806452881103,-0.2918254190596133,-0.49449116928993875,39.19742671,-122.73933036
1996HORSE,349,HORSE,1996,no,Grass,USF,MDF,0.01,1053,706,67.0,548,19960810,19960813.0,NA,35.0,12.8,11.8,NA,NA,34.73507080078127,15.514428710937523,48.53333282470703,53.244850158691406,NA,NA,NA,41.90440029,-121.28736589
1996HOSPITAL,350,HOSPITAL,1996,no,Forest,NPS,KNP,0.0,119,28,23.3,15,19960728,19960810.0,0.00941436726486221,41.7,25.6,5.4,9.8,88.6,36.41338500976565,19.562951660156273,41.66780471801758,70.01049041748047,0.2972004416586371,0.43065020218029465,0.2956094546747184,36.52365204,-118.77958976
1996ILL,351,ILL,1996,yes,Forest,NPS,YNP,0.0,233,3,1.3,1,19961001,19961023.0,0.0340536829369612,33.3,17.2,12.5,NA,NA,23.377130126953148,5.943109130859398,32.39849853515625,68.486572265625,0.6775711328894827,0.5026345475993234,0.6734184044894252,37.66537342,-119.49645257
1996KAWEAH,352,KAWEAH,1996,no,Forest,NPS,KNP,0.0,1824,426,23.4,190,19960813,19960825.0,0.00610500301347531,45.6,27.2,3.3,9.8,82.7,36.18511352539065,18.382531738281273,42.89117431640625,64.8966064453125,-0.13181277318204673,-0.00403935367492313,-0.14148439381183892,36.50104185,-118.8602394
1996KIBBIE,354,KIBBIE,1996,no,Forest,NPS,YNP,56.01,118,9,7.8,9,19960814,19961120.0,0.0148350243989773,35.0,17.2,7.8,NA,NA,28.841851806640648,12.432824707031273,32.53260040283203,77.62510681152344,0.11410786611408115,0.06999536006106286,0.12444187754727437,38.03634281,-119.87453875
1996MADDALENA,355,MADDALENA,1996,no,Forest,USF,PNF,53.9,1819,408,22.4,83,19960725,19960730.0,0.0118880760503479,NA,NA,NA,13.9,57.4,33.24422607421877,12.981591796875023,61.24030303955078,55.148502349853516,0.4934631225080366,0.5494098016812325,0.46837985965981876,39.8503503,-120.24399597
1996ROCK,360,ROCK,1996,no,Forest,USF,SHF,100.0,1042,23,2.2,12,19960813,19960821.0,0.015067293191904,NA,NA,NA,NA,NA,31.016259765625023,16.642083740234398,42.69268798828125,50.80657196044922,-0.10080442613260729,-0.08820003421237384,-0.13289009640914112,40.18754196,-123.00723221
1996ROGGE,361,ROGGE,1996,no,Forest,USF,STF,92.75,8561,470,5.5,147,19960814,19960901.0,0.0092772815890584,35.0,17.2,15.3,NA,NA,35.42885742187502,19.102075195312523,41.93154525756836,56.4975471496582,-0.4499626538073957,-0.33061207178010615,-0.47303200076062507,37.90576683,-120.06769957
1996SIERRA,363,SIERRA,1996,no,Shrub,USF,SQF,92.11,466,236,50.6,153,19960624,19960624.0,NA,NA,NA,NA,NA,NA,24.764672851562523,12.963983154296898,59.0050048828125,96.28441619873047,NA,NA,NA,35.76381387,-118.40300123
1997AMPHITHEATER,370,AMPHITHEATER,1997,no,Forest,NPS,KNP,0.0,101,2,1.8,1,19970923,19970930.0,0.0377177801738281,39.4,18.9,7.5,9.8,87.6,25.633691406250023,10.799096679687523,45.848960876464844,53.1141242980957,0.8003402436189179,0.6806689945947408,0.7718983438941303,36.54830876,-118.78027971
1997CHOKE,373,CHOKE,1997,no,Forest,USF,SQF,99.93,1592,517,32.5,372,19970806,19970812.0,0.00311212573994752,28.3,16.7,13.7,17.9,67.3,22.558770751953148,9.995050048828148,57.8542366027832,51.71754837036133,-0.4311377301720291,-0.6439883396163343,-0.46157234957373183,36.84225868,-118.72714058
1997COFFEE,374,COFFEE,1997,no,Shrub,USF,SQF,83.08,914,410,44.9,272,19970924,19970927.0,NA,36.7,18.3,5.4,11.2,85.4,33.7412048339844,17.671685791015648,49.57904052734375,56.6486930847168,NA,NA,NA,36.1645719,-118.75995528
1997HUFFER,377,HUFFER,1997,no,Forest,NPS,LNP,0.0,927,192,20.7,130,19970730,19970817.0,0.00439640811900859,33.3,6.1,19.2,10.7,86.0,29.499169921875023,10.266503906250023,52.368499755859375,65.431488037109375,-0.5712422518952018,-0.6065199977576022,-0.580087456657252,40.5135419,-121.28160807
1997JACKS,378,JACKS,1997,no,Forest,USF,SQF,98.94,2320,1501,64.7,1482,19970808,19970818.0,0.00127298399014187,37.8,22.2,5.4,11.2,89.9,34.76619873046877,19.381280517578148,32.66267776489258,78.16852569580078,-5.293261205026106e-6,0.06931820911525108,0.011584565764244947,35.62362296,-118.08863122
1997MAYBERT,380,MAYBERT,1997,no,Forest,USF,TNF,58.09,206,50,24.4,49,19970521,19970523.0,0.00488323095955022,18.3,8.9,9.7,NA,NA,23.356805419921898,7.138116455078148,56.72332763671875,61.397979736328125,-0.313962903360657,-0.5025552426952598,-0.32915632960464786,39.36157155,-120.73946246
1997SUGARLOAF,383,SUGARLOAF,1997,yes,Forest,NPS,KNP,0.0,135,7,5.1,5,19970815,19971026.0,0.013585621350965,26.1,13.3,0.6,NA,NA,23.887994384765648,8.748498535156273,27.943206787109375,66.11228942871094,-0.0849798009617283,-0.24950446386772404,-0.09285802415586847,36.72676318,-118.66799179
1998ROUGH,389,ROUGH,1998,no,Forest,USF,SNF,100.0,379,8,2.0,2,19981020,19981022.0,0.0357298029875514,27.8,12.8,9.0,NA,NA,25.945092773437523,12.581384277343773,33.74943161010742,51.51814651489258,0.7544240734598995,0.6423047358543418,0.7234614892941632,36.86496059,-119.00350801
1998TOM,390,TOM,1998,no,Shrub,USF,INF,87.81,1420,519,36.5,230,19980830,19980910.0,NA,38.3,21.1,9.2,NA,NA,31.199639892578148,12.839929199218773,67.28855895996094,58.96625518798828,NA,NA,NA,37.32280616,-118.61188802
1999BEAN_CREEK,391,BEAN CREEK,1999,no,Hardwood/Shrub,USF,PNF,50.17,722,78,10.7,33,19990823,19990902.0,NA,NA,NA,NA,NA,NA,38.41939697265627,20.228479003906273,43.47334289550781,67.27659606933594,NA,NA,NA,39.62284508,-121.30219957
1999BELL_WEST,392,BELL WEST,1999,no,Forest,USF,MDF,79.67,941,84,9.0,46,19990522,19990526.0,0.00751477785548792,29.4,12.2,4.2,NA,NA,27.464898681640648,9.350579833984398,56.62405014038086,53.949798583984375,-0.5166299037000682,-0.595322456326446,-0.5437009622732173,41.45888368,-121.43693118
1999BOHEMOTASH,394,BOHEMOTASH,1999,no,Forest,USF,SHF,45.79,2309,195,8.4,37,19990823,19990907.0,0.0129658405530072,39.4,23.9,8.0,NA,NA,38.17363891601565,19.640924072265648,36.09020233154297,65.23677825927734,0.004126050042917219,0.18939375719135312,-0.005112689341119667,40.78115102,-122.44940238
1999BUCKS,396,BUCKS,1999,no,Forest,USF,PNF,80.83,13893,1377,9.9,107,19990823,19991010.0,0.00979290405850768,37.2,30.0,27.8,NA,NA,32.96114501953127,18.067315673828148,22.837574005126953,108.24090576171875,-0.2148070690774768,-0.15871030331994784,-0.1560770889555077,39.89969679,-121.2870978
1999CINDER,398,CINDER,1999,no,Forest,USF,LNF,42.05,298,107,35.9,106,19990817,19990822.0,0.00509616775809373,29.4,10.0,18.7,NA,NA,29.926293945312523,10.645898437500023,47.46102523803711,64.75415802001953,0.2019598170775089,0.16854026435360314,0.1921503249193213,40.79961028,-121.00485994
1999DEER,400,DEER,1999,yes,Forest,USF,STF,100.0,140,4,2.9,2,19990806,19990806.0,0.0289663208057836,9.7,3.2,7.6,NA,NA,10.602136230468773,1.1961914062500227,100.0,NA,0.5816089684307175,0.09127736849478328,NA,38.5421204,-119.91707702
1999DEVILSGAP,402,DEVILS GAP,1999,no,Forest,USF,PNF,97.88,606,177,29.3,147,19990822,19990828.0,0.0049846395121571,33.3,18.3,17.0,NA,NA,31.390283203125023,15.515618896484398,42.60898971557617,54.44575500488281,-0.09176709691201473,-0.08538872987989955,-0.11791273806340019,39.70563612,-121.03525675
1999DIVISION,403,DIVISION,1999,no,Grass,USF,INF,78.05,1289,15,1.2,3,19990329,19990407.0,NA,22.2,10.6,11.2,NA,NA,21.284722900390648,2.7354370117187727,27.152936935424805,75.21721649169922,NA,NA,NA,36.94226338,-118.27668871
1999EAST,405,EAST,1999,no,Forest,USF,KNF,100.0,475,122,25.8,76,19990724,19990810.0,0.00831817064397618,35.6,15.6,6.7,NA,NA,36.86873779296877,12.939904785156273,54.79956817626953,56.949527740478516,0.27628431377736407,0.41951981111777686,0.25407089043958275,41.7511647,-123.33842701
1999GUN2,411,GUN II,1999,no,Forest,CDF,TGU,55.92,24609,1032,4.2,348,19990928,19991006.0,0.00465672110579045,26.7,17.2,15.0,NA,NA,29.818231201171898,11.580438232421898,27.192625045776367,84.40838623046875,-1.1927164551991831,-1.2107430977327918,-1.1716881360065434,40.20916992,-121.71892687
1999HIGH,412,HIGH,1999,no,Forest,USF,SHF,38.62,1332,105,7.9,30,19990823,19991005.0,0.012768247631165,40.6,19.4,12.3,NA,NA,37.01003417968752,19.717675781250023,26.464096069335938,93.39957427978516,-0.03180645829349692,0.12510137713097977,0.0034562122501222534,40.97166774,-122.32037448
1999HIRAM,413,HIRAM,1999,yes,Forest,USF,STF,100.0,1118,110,9.8,45,19990810,19990817.0,0.0111784319364303,19.8,9.3,15.8,NA,NA,22.700067138671898,6.126611328125023,56.88841247558594,57.696128845214844,-0.08659405389834304,-0.28303873193282153,-0.10773930572081855,38.43857777,-119.91354394
1999HORTON2,414,HORTON 2,1999,no,Forest,USF,PNF,97.96,1643,365,22.2,90,19990824,19990907.0,0.00960056374097439,32.8,12.8,14.8,NA,NA,28.354211425781273,11.112023925781273,40.436248779296875,61.79709243774414,0.2715187794181711,0.2072011817243528,0.25694070659647394,39.88985766,-120.33850543
1999JACKASS,415,JACKASS,1999,no,Forest,USF,SHF,90.91,2217,50,2.3,10,19990823,19990907.0,0.019688856950296,39.4,23.9,13.7,NA,NA,38.52388916015627,19.977655029296898,36.742916107177734,65.8073959350586,0.1708371705316962,0.36820097859262657,0.1624575916275932,40.83569114,-122.44157102
1999LECONTE,422,LECONTE,1999,yes,Hardwood,NPS,YNP,0.0,3584,1097,30.6,600,19990811,19991122.0,0.00412703597460515,26.1,10.0,9.6,NA,NA,26.560144042968773,10.464929199218773,21.74956512451172,68.23384094238281,-0.22707191074597338,-0.340338105200611,-0.23141954276804855,37.93749987,-119.6398888
1999LOOKOUT,424,LOOKOUT,1999,no,Forest,USF,PNF,92.33,1062,124,11.6,65,19990823,19991010.0,0.00783156792602776,35.6,13.9,15.5,NA,NA,31.545831298828148,15.073541259765648,25.196903228759766,101.43351745605469,-0.36834502072254866,-0.34805737900892847,-0.3203607068242696,39.85203613,-121.09245352
1999LOST_BEAR,425,LOST BEAR,1999,yes,Forest,NPS,YNP,0.0,868,9,1.0,3,19990711,19991122.0,0.0288362625718191,35.0,18.9,12.1,NA,NA,26.157617187500023,12.950189208984398,22.566444396972656,69.34040832519531,0.49892123922693166,0.3926031435455516,0.49611571103214025,37.64076045,-119.59013235
1999LOST_VALLEY,426,LOST VALLEY,1999,no,Forest,NPS,YNP,0.0,363,33,9.0,6,19991106,19991108.0,0.0230227564718316,21.7,3.9,10.6,NA,NA,17.474511718750023,2.5418945312500227,47.829933166503906,66.172698974609375,0.6029817722825438,0.2783544623043095,0.5952262302294924,37.75497972,-119.46947727
1999LUNCH,428,LUNCH,1999,no,Forest,USF,SHF,88.54,825,34,4.1,17,19990823,19991005.0,0.0141632895853842,40.6,19.4,19.5,NA,NA,37.70461425781252,19.527551269531273,29.738691329956055,74.76658630371094,-0.08448979250594976,0.09168071285607847,-0.07869884496948808,40.91694695,-122.47412853
1999ONION,433,ONION,1999,no,Forest,USF,SHF,99.12,6775,237,3.5,85,19990823,19990901.0,0.0101838584240769,NA,NA,NA,NA,NA,39.6008239746094,17.912713623046898,44.03472900390625,52.74724197387695,-0.4390300427818689,-0.21583857764880943,-0.4680398525753665,40.90036033,-123.38251519
1999PIDGEN,435,PIDGEON,1999,no,Forest,USF,PNF,95.79,1916,169,8.8,31,19990823,19990917.0,0.0115510612230206,35.6,13.9,12.1,NA,NA,31.208612060546898,16.402093505859398,26.056798934936523,81.61930084228516,-0.09495433045830699,-0.08137346593305392,-0.07830142413816922,39.84154365,-121.01640294
1999PILOT,436,PILOT,1999,no,Forest,USF,STF,95.95,1647,734,44.5,348,19990823,19990830.0,0.00417536986641078,NA,NA,NA,NA,NA,36.1373229980469,16.758264160156273,49.95070266723633,66.07670593261719,0.3565758645697322,0.47115639729984643,0.34891637710623424,37.84365749,-119.98901217
1999PINE,437,PINE,1999,no,Grass,USF,MDF,99.17,12374,323,2.6,64,19990823,19990830.0,NA,33.3,10.6,34.3,NA,NA,32.8471618652344,14.429895019531273,51.6202278137207,42.190860748291016,NA,NA,NA,41.76526564,-121.0623596
1999REPTILE,440,REPTILE,1999,no,Forest,USF,SHF,95.35,735,134,18.2,24,19990823,19991005.0,0.0113094075126406,40.6,19.4,16.0,NA,NA,34.72200927734377,18.783105468750023,24.233596801757812,77.63033294677734,0.2707263089315329,0.36544367868468886,0.2811411593008016,40.97250986,-122.50728844
1999RICHBAR_CMPLX,441,RICHBAR COMPLEX,1999,no,Forest,USF,SQF,76.87,1027,386,37.6,238,19990908,19990911.0,0.00463874949224456,35.6,20.6,26.6,NA,NA,34.72316894531252,19.143884277343773,49.37807083129883,62.54102325439453,0.1778731638823362,0.2615708083196025,0.16457817921652723,35.45067258,-118.76126757
1999SHEEP2,443,SHEEP #2,1999,no,Forest,USF,SHF,78.13,1059,111,10.5,54,19990823,19990919.0,0.00933358921358154,39.4,23.9,19.3,NA,NA,37.23562011718752,20.462091064453148,29.2276611328125,68.75379943847656,-0.2381546469513032,-0.07717422724219399,-0.24182087795321955,40.88145573,-122.47944965
1999STAG,446,STAG,1999,no,Forest,USF,PNF,100.0,190,6,3.2,5,19990823,19990906.0,0.0269172129781894,35.6,13.9,21.5,NA,NA,32.94570312500002,15.797357177734398,38.87919235229492,71.75086212158203,0.5205865509915406,0.5801188221490283,0.5216055507748019,39.78131902,-121.09726869
1999SUGAR,447,SUGAR,1999,no,Forest,USF,SHF,79.5,2065,120,5.8,22,19990823,19990907.0,0.0184566828406923,39.4,23.9,18.2,NA,NA,37.43035278320315,20.680841064453148,34.40166091918945,67.40991973876953,0.25024070951106947,0.41869153404207354,0.24441798135373716,40.87686612,-122.43436855
2000JOURNEY,465,JOURNEY,2000,no,Forest,USF,SRF,78.32,418,106,25.4,46,20001007,20001013.0,0.00883384379532808,27.8,13.9,18.8,NA,NA,28.301721191406273,12.192712402343773,46.088951110839844,57.923789978027344,0.3199716331145938,0.25253948040714413,0.29929501830387617,40.33647923,-123.36189689
2001BELL,479,BELL,2001,no,Forest,USF,MDF,100.0,1236,409,33.1,222,20010808,20010819.0,0.00481576476432993,34.7,12.8,26.2,NA,NA,35.49837646484377,15.389459228515648,43.13273239135742,57.32817840576172,0.03014195465698777,0.13548573509427603,0.008577848379802654,41.71940858,-120.96781102
2001BLUE,480,BLUE,2001,no,Forest,USF,MDF,95.18,13926,4086,29.3,1535,20010808,20010821.0,0.00365307977636173,35.0,13.9,9.4,NA,NA,30.986718750000023,13.452569580078148,35.30730056762695,79.30211639404297,-0.4025575970362562,-0.40611383276015023,-0.38942340740295417,41.19084477,-120.24903295
2001BRICEBURG,481,BRICEBURG,2001,no,Forest,USF,SNF,74.12,300,44,14.8,28,20010724,20010806.0,0.0112930114580897,39.4,18.9,15.0,NA,NA,35.59880981445315,18.953759765625023,49.7175178527832,64.28583526611328,0.1293607653600206,0.2475987522082553,0.11866394141763348,37.62747274,-119.91868833
2001BURNT,482,BURNT,2001,yes,Forest,NPS,KNP,0.0,948,84,8.9,22,20010730,20011217.0,0.0148338347443714,37.8,15.0,19.0,NA,NA,26.208459472656273,12.812738037109398,23.657527923583984,71.03424835205078,0.15929419777088233,0.049728654740208725,0.15922053187757026,36.95468248,-118.70350594
2001DARBY,486,DARBY,2001,no,Forest,CDF,TCU,75.29,5830,1273,21.8,253,20010905,20010924.0,0.00616720207080271,26.7,13.3,9.1,NA,NA,33.1346374511719,15.020867919921898,40.08249282836914,60.887855529785156,-0.18751833374243093,-0.13392771391053448,-0.2035360404278206,38.1959761,-120.29981675
2001GAP,489,GAP,2001,no,Forest,USF,TNF,55.53,1013,663,65.5,663,20010812,20010820.0,0.00176703516435763,28.9,19.4,7.8,NA,NA,29.700982666015648,14.693994140625023,32.24271011352539,86.81143951416016,0.36085516812486257,0.3050319371888473,0.3861087715072116,39.30090164,-120.62512294
2001HIGHWAY,491,HIGHWAY,2001,no,Forest,USF,SQF,80.63,1691,169,10.0,32,20010703,20010930.0,0.0146963296961607,31.1,17.2,11.5,NA,NA,36.09624633789065,20.319207763671898,38.651737213134766,66.038330078125,0.19524780408701162,0.3284648489406032,0.18728690139423362,36.77679584,-119.08352009
2001HOOVER,493,HOOVER,2001,yes,Forest,NPS,YNP,0.0,3054,317,10.4,80,20010710,20011115.0,0.00961143887672041,40.0,18.3,13.6,NA,NA,26.820184326171898,10.274255371093773,31.271350860595703,85.65103912353516,-0.2129354838562951,-0.30829635826737634,-0.18990016517271324,37.65940987,-119.48563759
2001HYAMPOM,494,HYAMPOM,2001,no,Forest,USF,SHF,96.92,481,135,28.1,79,20010831,20010903.0,0.00585413831612487,35.6,8.9,5.7,NA,NA,33.26275024414065,8.481103515625023,94.53121185302734,39.17548370361328,0.019638966420759636,0.072795515609214,-0.03064624312700345,40.5784478,-123.22099216
2001JONES,495,JONES,2001,no,Forest,USF,KNF,92.73,637,77,12.1,18,20010509,20010515.0,0.0130368796359334,35.6,10.6,8.2,NA,NA,33.7105651855469,12.233178710937523,35.980140686035156,50.872249603271484,0.16185017364705662,0.2351426238216959,0.12993738274372862,41.86987164,-122.7607876
2001MCLAUGHLIN,498,MCLAUGHLIN,2001,no,Grass,USF,INF,83.21,1108,77,7.0,40,20010702,20010705.0,NA,30.6,8.3,10.8,NA,NA,28.748803710937523,11.349938964843773,60.46028137207031,55.463924407958984,NA,NA,NA,37.77398679,-118.86597603
2001MOORE,499,MOORE,2001,no,Forest,CDF,TCU,100.0,238,10,4.2,6,20011027,20011030.0,0.0196413612973218,23.9,10.6,6.4,NA,NA,21.661035156250023,7.680139160156273,61.921226501464844,74.52021026611328,0.2466095827058745,0.027776100814471214,0.2520118867884153,38.46935614,-120.25501169
2001MUSIC,500,MUSIC,2001,no,Forest,USF,SNF,95.04,93,3,3.7,1,20010817,20010821.0,0.0395737793616802,33.3,20.6,5.7,NA,NA,34.23110351562502,19.520593261718773,37.34870910644531,68.51607513427734,0.9265630371444699,1.0174534407336628,0.9224736806048717,37.1890925,-119.30261163
2001NORTH_FORK,501,NORTH FORK,2001,no,Forest,USF,SNF,93.83,1697,471,27.8,141,20010820,20010903.0,0.00488998606076382,39.4,18.9,3.8,NA,NA,34.9409118652344,18.019525146484398,38.57004928588867,73.859161376953125,-0.17266581277235082,-0.07802687395619773,-0.16814344498011777,37.26328818,-119.48511123
2001OREGON,502,OREGON,2001,no,Forest,CDF,SHU,51.29,693,396,57.2,378,20010828,20010902.0,NA,37.2,12.2,2.6,NA,NA,35.49260864257815,13.393457031250023,66.80059814453125,61.32062911987305,NA,NA,NA,40.74365605,-122.97013924
2001ROCK,505,ROCK,2001,no,Forest,USF,MDF,100.0,711,73,10.3,15,20010808,20010817.0,0.0197216294658628,34.7,12.8,8.1,NA,NA,34.72164306640627,14.146875000000023,46.581199645996094,53.661495208740234,0.5017114143858652,0.6009188080883175,0.4741938303696775,41.9020706,-120.84670817
2001ROCK_CREEK,506,ROCK CREEK,2001,no,Forest,USF,TNF,100.0,231,50,21.8,44,20010510,20010514.0,0.00639067810566527,26.7,6.1,11.0,NA,NA,25.953393554687523,6.661279296875023,42.930419921875,57.74192810058594,-0.15192321310053997,-0.2751142816783761,-0.17291234320326626,39.57216456,-120.13100455
2001STAR,510,STAR,2001,no,Forest,USF,ENF,71.75,6842,2424,35.4,1055,20010824,20010825.0,0.0021391449653209,30.0,17.8,6.5,NA,NA,30.334619140625023,12.490502929687523,41.65715789794922,66.58049011230469,-0.6866985141018408,-0.7097815189066871,-0.6936253928396823,39.09644901,-120.49051127
2001STREAM,511,STREAM,2001,no,Forest,USF,PNF,100.0,1469,797,54.2,627,20010725,20010803.0,0.00218404200050918,34.4,15.6,7.8,NA,NA,31.182946777343773,11.353417968750023,35.645660400390625,101.56377410888672,0.10771867494551138,0.09481249672089613,0.1562061296185161,40.17730459,-120.62447077
2001SWILLUP2,512,SWILLUP II,2001,no,Forest,USF,KNF,98.74,3327,328,9.9,86,20010915,20011030.0,0.00892402822590925,32.2,9.4,24.7,NA,NA,31.092919921875023,15.583032226562523,31.6522216796875,60.314788818359375,-0.30771767733559335,-0.2976112708882104,-0.3247240342514046,41.62334994,-123.54784352
2001TREASURE,514,TREASURE,2001,no,Forest,USF,TNF,87.83,152,38,24.9,34,20010910,20010914.0,0.00632877478994466,29.4,7.2,4.0,NA,NA,27.089105224609398,6.046929931640648,62.774349212646484,54.38912582397461,-0.03408763052490296,-0.1310861712922277,-0.060353468243069856,39.54973847,-120.35263957
2001TROUGH,515,TROUGH,2001,no,Forest,USF,MNF,96.03,10242,3188,31.1,773,20010808,20010820.0,0.00316289237749096,42.2,17.8,9.8,NA,NA,35.38411865234377,23.390893554687523,33.79180908203125,60.231563568115234,-0.47256876591165453,-0.3688986888540958,-0.48955868944266157,39.38846073,-122.68497942
2001WHITE,517,WHITE,2001,no,Forest,USF,STF,99.92,101,26,25.3,26,20010819,20010823.0,0.0101547375493176,30.0,13.3,22.3,NA,NA,30.813592529296898,13.937097167968773,37.20628356933594,94.48008728027344,0.4552066136962942,0.4496664999487363,0.49229822178601723,38.25636945,-120.05673855
2001WHITE_SQF,518,WHITE,2001,no,Forest,USF,SQF,100.0,138,6,4.4,4,20010512,20010612.0,0.0219077349211208,22.8,6.1,14.8,NA,NA,25.395928955078148,7.728814697265648,45.024044036865234,68.15225982666016,0.36404201456666874,0.23703703754305813,0.35938261581413705,36.30269519,-118.52452921
2002BIRCH,521,BIRCH,2002,no,Shrub,USF,INF,100.0,1092,793,72.7,787,20020701,20020730.0,NA,45.6,12.8,1.2,NA,NA,34.69777832031252,16.738397216796898,32.18001937866211,78.86558532714844,NA,NA,NA,37.54055336,-118.66384108
2002CONE,527,CONE,2002,no,Forest,USF,LNF,83.06,824,338,41.0,308,20020926,20020930.0,0.00335763423970362,24.4,12.8,13.1,NA,NA,23.754663085937523,3.6922241210937727,34.28486251831055,79.62532043457031,-0.0054203090677823786,-0.19367220734347904,0.008306283850292594,40.75508806,-121.15746631
2002FORKS,534,FORKS,2002,no,Forest,USF,KNF,99.37,580,152,26.2,100,20020609,20020613.0,0.00777581879829429,25.6,12.8,11.3,NA,NA,32.96114501953127,13.058801269531273,49.94370651245117,65.709381103515625,0.22532127717285927,0.2721352155949848,0.21695360302204675,41.27546234,-123.32284027
2002FULLER,536,FULLER,2002,no,Shrub,USF,INF,97.38,2720,1203,44.2,940,20020712,20020716.0,NA,40.6,20.0,29.9,NA,NA,34.33736572265627,16.665246582031273,45.76226806640625,75.195953369140625,NA,NA,NA,37.10287829,-118.37610602
2002GONDOLA,538,GONDOLA,2002,no,Forest,USF,TMU,60.69,260,50,19.2,14,20020703,20020710.0,NA,32.8,14.4,3.4,NA,NA,29.746179199218773,13.682061767578148,32.378658294677734,67.13709259033203,NA,NA,NA,38.95321177,-119.91458934
2002MCNALLY,543,MCNALLY,2002,no,Forest,USF,SQF,99.04,61516,16836,27.4,2577,20020721,20020828.0,0.0025658180129192,32.8,12.8,12.1,NA,NA,26.196038818359398,14.040093994140648,28.018760681152344,81.95610809326172,-0.8340384798285114,-0.9544455081248022,-0.8167235192583302,36.07119065,-118.39219449
2002PALISADE,545,PALISADE,2002,yes,Forest,NPS,KNP,0.0,612,111,18.2,34,20020826,20021110.0,0.0133282411767226,35.0,10.6,31.7,NA,NA,16.555657958984398,5.603509521484398,24.393383026123047,83.8023910522461,0.4349765870791196,0.08249033798900769,0.4551449727378212,37.05565261,-118.53491001
2002PIUTE,548,PIUTE,2002,no,Forest,USF,INF,100.0,158,44,27.5,12,20020924,20021020.0,0.0165477606257146,33.9,12.8,19.0,NA,NA,14.397790527343773,3.0591064453125227,25.701601028442383,69.02351379394531,1.034050100848552,0.6231469894118968,1.0309287328343881,37.51580407,-118.24440515
2002PLUM,549,PLUM,2002,no,Forest,USF,ENF,54.75,745,40,5.4,7,20021112,20021220.0,0.0216626166367058,25.0,5.0,13.2,NA,NA,21.198510742187523,9.218713378906273,31.950176239013672,53.07780838012695,0.39394167498318283,0.16303876637482195,0.36546751012375506,38.74997471,-120.39564008
2002SAINTPAULI,552,SAINT PAULI,2002,no,Forest,USF,ENF,94.03,133,17,13.2,17,20020726,20020730.0,0.00837594221668513,37.2,12.2,15.9,NA,NA,33.83233032226565,15.882623291015648,42.324195861816406,59.562740325927734,-0.23530196046163546,-0.15963844930523927,-0.25347372886215613,38.78015002,-120.41862961
2002SHOWERS,553,SHOWERS,2002,no,Forest,USF,TMU,100.0,117,31,26.4,14,20020819,20020825.0,0.0117886587297057,27.2,4.4,7.4,NA,NA,22.140832519531273,8.584527587890648,39.91612243652344,81.32825469970703,0.6496707353349385,0.43000562331142606,0.6659865374237932,38.78260804,-120.01696737
2002SPI3SOURGRASS,555,SPI #3 SOURGRASS,2002,no,Forest,CDF,TCU,55.32,271,9,3.3,3,20021125,20021130.0,NA,16.1,2.2,10.5,NA,NA,15.007257080078148,1.5364013671875227,34.12689971923828,68.27812194824219,NA,NA,NA,38.34444253,-120.22752855
2002STANZA,556,STANZA,2002,no,Forest,USF,KNF,100.0,1171,220,18.8,57,20021125,20021130.0,0.00861772377854026,17.2,1.1,16.2,NA,NA,18.465600585937523,5.380853271484398,30.37250328063965,36.30356979370117,0.02360322631514247,-0.28220739635956194,-0.03128529401309094,41.66617303,-123.31286374
2003ALBANITA,561,ALBANITA,2003,yes,Forest,USF,SQF,100.0,928,97,10.5,24,20030903,20031101.0,0.0142707748187704,29.4,8.9,3.2,NA,NA,23.791955566406273,9.404626464843773,17.98006248474121,89.62200927734375,0.18643944323191494,0.016475286770222346,0.21575067576203127,36.11073615,-118.23226288
2003COD_FISH,567,COD FISH,2003,no,Forest,USF,TNF,100.0,341,14,4.3,7,20030831,20030910.0,0.0154600423639181,34.4,22.2,2.9,NA,NA,31.317407226562523,20.976098632812523,35.055931091308594,69.88141632080078,0.011345891906820258,0.030167726038948735,0.009418334170876595,39.09054542,-120.69839166
2003COONEY,568,COONEY,2003,yes,Forest,USF,SQF,100.0,818,164,20.1,47,20030731,20030825.0,0.0089484161290641,26.7,14.4,11.8,NA,NA,22.252770996093773,8.523767089843773,30.122201919555664,62.829349517822266,0.11475559196132472,-0.09856607364146427,0.10179411126257128,36.34710165,-118.53074332
